Product,Year,Month,Supplying_Plant_Code,Channel,Sales_Office_ID,Invoice_No,Invoice_Date,Ship_to_Code_City,OBD_No,QTY,Sales_Value
FreshBreeze-300,2023,12/1/2023,350,Normal Trade,102,6660327,12/9/2023,Cuttack,94289329,49,5992602
WM-TL10,2023,3/1/2023,323,E-com,117,6660363,3/25/2023,Thane,52217608,70,5440050
UltraCool R8000,2023,10/1/2023,754,E-com,122,6660436,10/6/2023,Dwarka,66615250,9,590076
WM-101SA,2024,6/1/2024,833,MT,119,6660550,7/31/2024,Sanpada,30318407,14,1589910
CoolBox R1000,2023,2/1/2023,303,MT,124,6660577,2/14/2023,Tanuku,71024383,65,5002010
CleanAir-C100,2024,6/1/2024,195,MT,116,6660743,7/22/2024,Patna,34148004,39,3637881
TurboConvection O9,2023,11/1/2023,818,Normal Trade,109,6660786,11/4/2023,Khandwa,77553897,53,4399742
WM-TL10,2023,2/1/2023,854,Normal Trade,115,6660977,2/18/2023,Karnal,93985709,72,5595480
FreshFreeze R2800,2024,4/1/2024,765,MT,113,6661202,4/21/2024,Srihindz,42059199,76,6000884
WM-101SA,2024,4/1/2024,242,E-com,111,6661219,4/16/2024,Karukutty,68535379,73,8290245
UltraCool R8000,2024,8/1/2024,818,E-com,109,6661239,8/15/2024,Indore,92325772,1,65564
WM-TL10,2023,3/1/2023,242,MT,111,6661631,3/13/2023,Adoor,88920017,27,2098305
BakePro O3000,2024,9/1/2024,765,Normal Trade,103,6661654,9/15/2024,Jammu,14899615,11,661617
UltraCool R8000,2023,11/1/2023,338,MT,118,6661694,11/22/2023,Chandrapur,77533171,28,1835792
PowerMix,2024,10/1/2024,303,E-com,124,6661773,10/17/2024,Tallapudi,NULL,77,8641633
UltraCool R8000,2024,6/1/2024,792,E-com,106,6662421,7/25/2024,Mandrem,91741916,30,1966920
FreshFreeze R2800,2024,6/1/2024,189,Normal Trade,110,6662471,6/5/2024,Jaipur,44608384,61,4816499
UltraCool R8000,2023,8/1/2023,132,MT,112,6662526,8/15/2023,Mehdawal,98252435,28,1835792
WM-200D,2023,6/1/2023,303,E-com,123,6662878,6/18/2023,Penamaluvu,38328468,13,1100021
WM-TL10,2023,12/1/2023,854,MT,115,6663171,12/17/2023,Jind,45150449,8,621720
WM-101SA,2022,12/1/2022,242,E-com,105,6663290,12/9/2022,Nellore,64505900,27,3066255
TopCool R1000,2022,12/1/2022,132,MT,112,6663342,12/22/2022,Banda,24797571,31,2433810
WM-TL10,2023,3/1/2023,754,E-com,100,6663388,3/1/2023,Anjar,44537812,56,4352040
WM-200D,2024,4/1/2024,195,E-com,116,6663891,4/5/2024,Munger,32787384,81,6853977
WM-200D,2022,4/1/2022,754,Normal Trade,100,6663911,4/15/2022,Valsad,11812899,74,6261658
PowerMix,2022,8/1/2022,833,MT,119,6664059,8/8/2022,Sawantwadi,27182456,41,4601389
UltraCool R8000,2024,8/1/2024,328,E-com,104,6664115,8/8/2024,Sangareddy,10174491,45,2950380
TurboConvection O9,2023,8/1/2023,323,MT,117,6664316,8/19/2023,Nanded,85647532,18,1494252
FreshBreeze-300,2022,12/1/2022,328,E-com,104,6664429,12/30/2022,Edappadi,75957739,15,1834470
WM-200D,2023,6/1/2023,754,Normal Trade,100,6665078,7/4/2023,Aravalli,46822320,69,5838573
BakePro O3000,2022,3/1/2022,754,Normal Trade,122,6665244,5/10/2022,Dadra,93451534,42,2526174
PowerMix,2023,2/1/2023,338,MT,118,6665383,2/12/2023,Aurangabad,84046990,12,1346748
WM-101SA,2024,1/1/2024,189,E-com,110,6665552,1/2/2024,Ajmer,57691735,23,2611995
TopCool R1000,2024,4/1/2024,132,MT,112,6665617,4/22/2024,Shikohabad,81150044,20,1570200
LuxFridge R5000,2023,9/1/2023,242,E-com,121,6665977,9/20/2023,Punalur,15746469,32,2645376
TopCool R1000,2024,9/1/2024,818,Normal Trade,109,6666017,9/6/2024,Sidhi,91836571,2,157020
TurboConvection O9,2024,3/1/2024,242,E-com,105,6666248,5/26/2024,Thripunithura,67796900,68,5644952
TurboConvection O9,2022,11/1/2022,858,MT,107,6666524,11/26/2022,Imphal,48970622,7,581098
WM-101SA,2024,9/1/2024,323,E-com,117,6666886,9/25/2024,Kolhapur,95461939,13,1476345
FreshFreeze R2800,2024,2/1/2024,833,MT,119,6667867,2/20/2024,Thane,70236569,3,236877
BakePro O3000,2022,12/1/2022,303,Normal Trade,124,6668029,12/15/2022,Ramakuppam,70192839,20,1202940
WM-200D,2024,4/1/2024,350,E-com,102,6668184,4/28/2024,Bhadrakh,99633075,31,2623127
CoolBox R1000,2023,6/1/2023,242,E-com,121,6668452,6/28/2023,Coimbatore,50675347,10,769540
FreshFreeze R2800,2022,2/1/2022,859,MT,120,6668492,2/7/2022,Kharghar,30214797,52,4105868
UltraCool R8000,2024,4/1/2024,328,E-com,104,6668655,4/27/2024,Karungal,15241523,40,2622560
PowerMix,2022,6/1/2022,792,Normal Trade,106,6668656,6/24/2022,Siolim,74767783,8,897832
BakePro O3000,2023,11/1/2023,195,MT,116,6668862,11/19/2023,Arrah,78479007,74,4450878
BakePro O3000,2022,10/1/2022,658,MT,108,6669364,10/2/2022,Tirupathi,47554571,14,842058
CleanAir-C100,2024,2/1/2024,792,Normal Trade,106,6669426,2/13/2024,Margao,34984979,51,4757229
FreshFreeze R2800,2022,8/1/2022,658,MT,108,6669639,8/1/2022,Nizamabad,74304823,63,4974417
CleanAir-C100,2024,6/1/2024,242,Normal Trade,121,6669643,6/6/2024,Palakkad,90501614,12,1119348
FreshBreeze-300,2024,2/1/2024,765,Normal Trade,103,6669692,2/19/2024,Budhlada,92326687,79,9661542
LuxFridge R5000,2022,2/1/2022,859,Normal Trade,120,6669795,2/15/2022,Kharghar,22152478,75,6200100
LuxFridge R5000,2022,3/1/2022,658,Normal Trade,108,6669925,3/18/2022,Ongole,63601195,23,1901364
WM-101SA,2024,3/1/2024,754,MT,100,6670070,3/30/2024,Dahod,86048097,38,4315470
TurboConvection O9,2023,2/1/2023,242,MT,121,6670159,2/28/2023,Nandavanam trivandrum,15495013,69,5727966
WM-101SA,2024,3/1/2024,658,E-com,108,6670781,5/1/2024,Medchal malkajgiri,92117065,42,4769730
WM-TL10,2022,3/1/2022,125,E-com,101,6670999,3/4/2022,Sagara,23718350,15,1165725
CoolBox R1000,2023,10/1/2023,765,MT,103,6671189,10/12/2023,Hamirpur,15943124,75,5771550
WM-200D,2023,6/1/2023,242,Normal Trade,105,6671392,7/15/2023,Mundakayam,33954930,36,3046212
FreshBreeze-300,2022,11/1/2022,792,E-com,106,6671458,11/12/2022,Panaji,66560115,4,489192
CoolBox R1000,2022,3/1/2022,765,Normal Trade,113,6671547,5/5/2022,Sultanpur lodhi,87763631,32,2462528
WM-200D,2024,6/1/2024,754,MT,100,6671902,6/19/2024,Navsari,53305767,15,1269255
UltraCool R8000,2022,8/1/2022,195,MT,116,6671905,8/8/2022,Dehari on sone,44053876,34,2229176
WM-TL10,2023,4/1/2023,242,Normal Trade,121,6672114,4/14/2023,Edappally,10655788,29,2253735
FreshFreeze R2800,2022,9/1/2022,818,E-com,109,6672134,9/18/2022,Sidhi,12823170,25,1973975
CoolBox R1000,2022,6/1/2022,350,Normal Trade,102,6672836,7/13/2022,Khorda,29378957,6,461724
CleanAir-C100,2024,12/1/2024,818,E-com,109,6673350,12/14/2024,Chhatarpur,NULL,63,5876577
BakePro O3000,2022,11/1/2022,765,E-com,103,6673473,11/9/2022,Mohali,11201814,70,4210290
WM-101SA,2023,6/1/2023,242,MT,121,6674026,6/5/2023,Pala,12890285,29,3293385
PowerMix,2022,10/1/2022,658,Normal Trade,108,6674401,10/11/2022,Nalgonda district,62035882,68,7631572
FreshCool R2000,2023,11/1/2023,242,Normal Trade,111,6674910,11/20/2023,Punalur,58773151,42,7136430
FreshCool R2000,2023,8/1/2023,754,Normal Trade,100,6675015,8/26/2023,Bharuch,37950280,19,3228385
TopCool R1000,2024,6/1/2024,754,MT,100,6675742,7/23/2024,Palanpur,79672379,12,942120
LuxFridge R5000,2023,11/1/2023,195,MT,116,6675783,11/12/2023,Bhagalpur,42763169,37,3058716
TurboConvection O9,2024,3/1/2024,350,Normal Trade,102,6676054,5/28/2024,Malkanagiri,57555117,65,5395910
FreshBreeze-300,2024,2/1/2024,658,MT,108,6676201,2/19/2024,Malkajgiri,27347145,45,5503410
FreshBreeze-300,2024,2/1/2024,242,Normal Trade,105,6676858,2/21/2024,Thiruvanathapuram,90246882,52,6359496
WM-200D,2022,6/1/2022,754,MT,122,6676941,7/21/2022,Silvassa,30104627,59,4992403
TopCool R1000,2022,1/1/2022,859,Normal Trade,120,6677240,1/9/2022,Malad,21403835,11,863610
FreshFreeze R2800,2023,6/1/2023,658,MT,108,6677306,7/17/2023,Gundlapouchampally,31528854,58,4579622
CoolBox R1000,2022,9/1/2022,125,Normal Trade,101,6677452,9/6/2022,Perumbavoor,80773291,11,846494
WM-101SA,2022,1/1/2022,833,Normal Trade,119,6677474,1/26/2022,Vasai,42378622,57,6473205
BakePro O3000,2024,10/1/2024,854,MT,115,6677560,10/11/2024,Narwana,NULL,61,3668967
UltraCool R8000,2022,3/1/2022,242,MT,111,6677718,5/14/2022,Mundupalam,82871716,11,721204
TurboConvection O9,2024,9/1/2024,658,MT,108,6677780,9/27/2024,Karukutty,93903841,77,6392078
FreshBreeze-300,2022,9/1/2022,195,Normal Trade,116,6677938,9/29/2022,Sasaram,62275832,48,5870304
CleanAir-C100,2022,12/1/2022,130,MT,114,6677939,12/4/2022,Nanded,28810409,51,4757229
WM-200D,2024,2/1/2024,818,MT,109,6678044,2/13/2024,Shajapur,83897088,15,1269255
TopCool R1000,2022,9/1/2022,189,Normal Trade,110,6678211,9/9/2022,Tonk,89423157,17,1334670
CleanAir-C100,2024,4/1/2024,765,E-com,113,6678674,4/28/2024,Zirakpur,20641856,13,1212627
UltraCool R8000,2024,12/1/2024,754,Normal Trade,100,6678849,12/17/2024,Gundasara,NULL,60,3933840
FreshFreeze R2800,2023,4/1/2023,859,MT,120,6679143,4/12/2023,Delhi,85279665,32,2526688
WM-TL10,2023,4/1/2023,303,MT,123,6679255,4/22/2023,Gannavaram,88874730,16,1243440
FreshBreeze-300,2023,9/1/2023,303,E-com,124,6679280,9/12/2023,Prakasham,57395843,2,244596
CoolBox R1000,2024,6/1/2024,303,MT,123,6679526,6/1/2024,Prakasam,11315779,41,3155114
WM-200D,2023,6/1/2023,189,E-com,110,6679866,6/27/2023,Udaipurwati,28474516,36,3046212
WM-200D,2024,2/1/2024,328,Normal Trade,104,6679880,2/29/2024,Uthangarai,96274567,68,5753956
LuxFridge R5000,2023,3/1/2023,854,MT,115,6680114,5/1/2023,Kaman,93652460,40,3306720
PowerMix,2023,11/1/2023,242,Normal Trade,121,6680573,11/3/2023,Muvattupuzha digi,28724692,30,3366870
LuxFridge R5000,2022,8/1/2022,859,MT,120,6680916,8/15/2022,Santacruz east,44443356,65,5373420
LuxFridge R5000,2024,2/1/2024,132,MT,112,6681113,2/15/2024,Kanpur,33517361,6,496008
CleanAir-C100,2024,2/1/2024,754,MT,122,6681731,2/15/2024,Nagpur,99255940,50,4663950
WM-200D,2023,11/1/2023,195,E-com,116,6682346,11/19/2023,Tajpur,45195513,37,3130829
LuxFridge R5000,2023,12/1/2023,792,Normal Trade,106,6682366,12/20/2023,South goa district,12025963,72,5952096
CleanAir-C100,2022,3/1/2022,859,Normal Trade,120,6682552,3/14/2022,Baner,20277532,30,2798370
CleanAir-C100,2024,2/1/2024,818,MT,109,6682594,2/2/2024,Pithampur,43674136,14,1305906
CleanAir-C100,2023,12/1/2023,754,MT,100,6682644,12/20/2023,Panandhro,23396687,63,5876577
PowerMix,2023,6/1/2023,765,Normal Trade,103,6682698,7/4/2023,Budhlada,25457816,67,7519343
WM-200D,2023,8/1/2023,765,E-com,103,6682797,8/4/2023,Mullanpur garib dass,89676957,12,1015404
TopCool R1000,2022,10/1/2022,833,MT,119,6682872,10/5/2022,Kalamboli,65771986,59,4632090
BakePro O3000,2022,4/1/2022,658,E-com,108,6682974,4/18/2022,Trichy,93025429,41,2466027
FreshBreeze-300,2023,4/1/2023,132,MT,112,6683046,4/19/2023,Gonda,74682252,14,1712172
CleanAir-C100,2024,2/1/2024,765,MT,103,6683095,2/7/2024,Jammu and kashmir,82555030,9,839511
TurboConvection O9,2022,3/1/2022,323,E-com,117,6683161,3/22/2022,Kannad,57148000,65,5395910
CoolBox R1000,2023,1/1/2023,242,Normal Trade,111,6683480,1/8/2023,Trivandrummg road,68920059,70,5386780
TopCool R1000,2022,6/1/2022,323,Normal Trade,117,6683777,6/3/2022,Akiwate kolhapur,87180611,33,2590830
PowerMix,2023,2/1/2023,132,Normal Trade,112,6684601,2/9/2023,Kheri,78149481,69,7743801
WM-101SA,2022,12/1/2022,125,MT,101,6684714,12/5/2022,Dharmapuri,59727306,5,567825
FreshFreeze R2800,2023,4/1/2023,125,MT,101,6684715,4/13/2023,Shimoga,42134668,43,3395237
LuxFridge R5000,2022,6/1/2022,195,E-com,116,6684926,7/23/2022,Danapur,40425150,11,909348
FreshFreeze R2800,2024,9/1/2024,189,E-com,110,6685312,9/13/2024,Jaisalmer,74060514,11,868549
CoolBox R1000,2022,2/1/2022,818,E-com,109,6685375,2/7/2022,Satna,90919608,63,4848102
TopCool R1000,2024,8/1/2024,242,E-com,111,6685447,8/2/2024,Mannarkkad,85825889,80,6280800
BakePro O3000,2022,3/1/2022,338,E-com,118,6685858,3/2/2022,Ripur,40485747,27,1623969
FreshFreeze R2800,2023,3/1/2023,125,MT,101,6686039,5/12/2023,Kerala,83487391,67,5290253
WM-200D,2023,9/1/2023,323,Normal Trade,117,6686104,9/22/2023,Kavathe mahakal,78381555,43,3638531
TurboConvection O9,2023,6/1/2023,858,MT,107,6686594,6/19/2023,Dibrughar,74275797,61,5063854
WM-101SA,2024,3/1/2024,818,E-com,109,6686779,5/18/2024,Narsinghpur,42733135,52,5905380
BakePro O3000,2024,3/1/2024,338,MT,118,6686874,3/24/2024,Surajpur,72390619,58,3488526
WM-200D,2022,10/1/2022,132,MT,112,6687145,10/16/2022,Patna,41688446,49,4146233
PowerMix,2023,6/1/2023,323,MT,117,6687221,6/19/2023,Aurangabad,47972567,33,3703557
BakePro O3000,2023,6/1/2023,833,E-com,119,6687320,6/5/2023,Devgad,96125623,47,2826909
WM-101SA,2022,4/1/2022,242,MT,105,6687440,4/13/2022,Thiruvanathapuram,82611046,51,5791815
WM-200D,2022,10/1/2022,242,E-com,121,6687491,10/21/2022,Sulthan bathery,56206051,34,2876978
BakePro O3000,2022,1/1/2022,242,E-com,105,6687506,1/19/2022,Wayanad,20352257,36,2165292
BakePro O3000,2022,6/1/2022,658,MT,108,6687823,6/8/2022,Visakapatnam,49036097,33,1984851
CoolBox R1000,2022,3/1/2022,338,E-com,118,6687946,5/21/2022,Dongargarh,68180609,17,1308218
WM-200D,2023,4/1/2023,754,MT,100,6688090,4/2/2023,Vadodara,35074182,61,5161637
FreshFreeze R2800,2023,1/1/2023,303,E-com,123,6688698,1/31/2023,Mangalagiri,28421099,50,3947950
WM-200D,2024,12/1/2024,195,Normal Trade,116,6688767,12/11/2024,Siwan,NULL,65,5500105
PowerMix,2022,8/1/2022,754,E-com,122,6688883,8/22/2022,Kachchh,43533178,29,3254641
CleanAir-C100,2022,10/1/2022,338,E-com,118,6689206,10/22/2022,Durg,60553766,1,93279
FreshCool R2000,2022,10/1/2022,765,MT,103,6689889,10/17/2022,Manimajra,68069508,4,679660
UltraCool R8000,2022,4/1/2022,242,MT,121,6690030,4/26/2022, eloor kochin,37000081,56,3671584
BakePro O3000,2022,6/1/2022,242,MT,111,6690033,7/2/2022,Vanchiyoor,60363964,43,2586321
BakePro O3000,2022,6/1/2022,765,Normal Trade,103,6690043,6/10/2022,Bilaspur,90812511,55,3308085
WM-101SA,2022,3/1/2022,833,E-com,119,6690305,3/6/2022,Mahape,44841640,50,5678250
CoolBox R1000,2022,8/1/2022,854,MT,115,6692259,8/9/2022,Aligarh,17523501,64,4925056
BakePro O3000,2022,4/1/2022,303,MT,123,6692342,4/12/2022,Attili,44901204,11,661617
WM-TL10,2023,3/1/2023,189,Normal Trade,110,6692359,3/21/2023,Sri ganganagar,71670595,51,3963465
PowerMix,2022,10/1/2022,130,E-com,114,6693502,10/19/2022,Parbhani,18805006,60,6733740
BakePro O3000,2024,11/1/2024,792,MT,106,6693564,11/29/2024,Pune,10906671,79,4751613
CoolBox R1000,2024,10/1/2024,323,Normal Trade,117,6694116,10/6/2024,Purandhar,NULL,9,692586
PowerMix,2022,6/1/2022,858,E-com,107,6694507,7/13/2022,West tripura,46132077,66,7407114
FreshBreeze-300,2023,3/1/2023,189,Normal Trade,110,6694761,3/5/2023,Baran,40598747,7,856086
WM-101SA,2022,9/1/2022,242,E-com,121,6695030,9/13/2022,Palarivattom,73430999,59,6700335
FreshCool R2000,2022,4/1/2022,658,E-com,108,6695036,4/17/2022,Wanaparthy,39893558,50,8495750
CleanAir-C100,2023,11/1/2023,242,E-com,111,6695216,11/15/2023,Puducherry,40019721,3,279837
WM-200D,2023,12/1/2023,328,E-com,104,6695256,12/18/2023,Hyderabad,41991397,26,2200042
UltraCool R8000,2022,3/1/2022,195,Normal Trade,116,6695853,5/17/2022,Arrah,80847877,33,2163612
BakePro O3000,2023,3/1/2023,303,E-com,124,6696472,5/11/2023,Vishakapatnam,88963137,45,2706615
LuxFridge R5000,2022,8/1/2022,338,Normal Trade,118,6696526,8/30/2022,Durg,32364326,19,1570692
TopCool R1000,2023,1/1/2023,125,MT,101,6696574,1/30/2023,Ramanagra,15248013,76,5966760
CleanAir-C100,2022,1/1/2022,765,Normal Trade,103,6696694,1/25/2022,Barnala,90774733,33,3078207
FreshFreeze R2800,2022,3/1/2022,323,E-com,117,6696901,3/27/2022,Buldhana,12760674,34,2684606
CleanAir-C100,2023,10/1/2023,130,Normal Trade,114,6697277,10/21/2023,Amravati,32502892,54,5037066
WM-TL10,2023,3/1/2023,303,MT,124,6697547,3/25/2023,East godavari,92635787,63,4896045
PowerMix,2023,4/1/2023,792,MT,106,6698254,4/3/2023,Sanata cruz,23032010,79,8866091
PowerMix,2023,8/1/2023,242,MT,105,6698561,8/17/2023,Eloor kochin,71585593,39,4376931
CoolBox R1000,2022,8/1/2022,303,E-com,124,6698813,8/3/2022,Gannavaram,77415119,2,153908
LuxFridge R5000,2024,6/1/2024,323,E-com,117,6699757,6/18/2024,Lonand,18620974,16,1322688
LuxFridge R5000,2024,2/1/2024,754,E-com,122,6699933,2/18/2024,Godhra,78442573,15,1240020
BakePro O3000,2023,9/1/2023,833,Normal Trade,119,6700018,9/3/2023,Mira Bhayandar,29213640,77,4631319
WM-200D,2024,11/1/2024,303,E-com,123,6700176,11/18/2024,Kondapur,83070087,80,6769360
LuxFridge R5000,2023,3/1/2023,765,Normal Trade,103,6700187,3/27/2023,Kupwara jammu and kashmir,79871329,9,744012
UltraCool R8000,2024,8/1/2024,303,Normal Trade,124,6700324,8/25/2024,Nandyal,93329497,61,3999404
PowerMix,2023,3/1/2023,818,E-com,109,6700339,5/13/2023,Shajapur,17086344,1,112229
TurboConvection O9,2023,8/1/2023,350,MT,102,6700634,8/18/2023,Jajpur road,14293708,52,4316728
TopCool R1000,2023,4/1/2023,833,E-com,119,6700785,4/29/2023,Andheri,67544536,57,4475070
FreshCool R2000,2022,3/1/2022,323,E-com,117,6701061,3/27/2022,Akiwate kolhapur,70941167,20,3398300
WM-101SA,2023,11/1/2023,859,Normal Trade,120,6701191,11/9/2023,Murud janjjira,84424395,5,567825
BakePro O3000,2022,2/1/2022,130,E-com,114,6701201,2/1/2022,Raigarh,41404930,16,962352
UltraCool R8000,2022,9/1/2022,765,E-com,113,6701208,9/17/2022,Mansa,51739277,75,4917300
UltraCool R8000,2024,6/1/2024,765,E-com,103,6701478,6/21/2024,Rajpura,29052219,41,2688124
WM-TL10,2023,2/1/2023,323,E-com,117,6701752,2/18/2023,Nanded,77304275,2,155430
FreshCool R2000,2023,3/1/2023,754,Normal Trade,122,6702332,5/15/2023, bhiwandi,16935203,51,8665665
TopCool R1000,2024,10/1/2024,754,Normal Trade,100,6702336,10/24/2024,Vadodara,NULL,6,471060
PowerMix,2022,6/1/2022,338,Normal Trade,118,6702797,6/23/2022,Dongargarh,57468325,58,6509282
CleanAir-C100,2022,11/1/2022,858,Normal Trade,107,6702856,11/18/2022,Cachar,82144438,33,3078207
TurboConvection O9,2024,3/1/2024,242,Normal Trade,121,6703091,3/18/2024,Kumbakonam,82943202,22,1826308
LuxFridge R5000,2022,10/1/2022,242,Normal Trade,121,6703097,10/30/2022,Pattomtrivandrum,22004789,7,578676
FreshBreeze-300,2024,12/1/2024,792,Normal Trade,106,6703186,12/5/2024,Goa,NULL,80,9783840
WM-200D,2022,3/1/2022,132,E-com,112,6703894,5/6/2022,Lucknow,82290772,34,2876978
TopCool R1000,2024,10/1/2024,195,E-com,116,6704104,10/8/2024,Hajipur,NULL,72,5652720
WM-200D,2024,9/1/2024,792,MT,106,6704492,9/4/2024,Panaji,52196926,24,2030808
FreshBreeze-300,2023,1/1/2023,854,Normal Trade,115,6704686,1/25/2023,Hathin,12913715,57,6970986
WM-101SA,2023,3/1/2023,818,MT,109,6705019,5/4/2023,Ashta,15602263,69,7835985
TurboConvection O9,2022,3/1/2022,858,E-com,107,6705121,5/17/2022,Silchar,79934297,39,3237546
TopCool R1000,2022,6/1/2022,754,MT,100,6705375,7/25/2022,Valsad district,39094680,70,5495700
UltraCool R8000,2023,11/1/2023,242,MT,121,6705386,11/2/2023,Kannur,27434323,22,1442408
WM-TL10,2022,8/1/2022,350,Normal Trade,102,6705434,8/21/2022,Angul,88325414,72,5595480
PowerMix,2022,1/1/2022,242,Normal Trade,111,6705774,1/21/2022,Kuruppampady ernakulam,70621106,1,112229
FreshBreeze-300,2024,8/1/2024,859,E-com,120,6706026,8/15/2024,Belapur,74732794,67,8193966
WM-TL10,2023,1/1/2023,350,MT,102,6706197,1/29/2023,Pipili,74890505,55,4274325
WM-101SA,2024,6/1/2024,792,Normal Trade,106,6706240,7/25/2024,Porvorim,95646248,59,6700335
FreshBreeze-300,2024,11/1/2024,189,E-com,110,6706561,11/13/2024,Sri ganganagar,NULL,2,244596
PowerMix,2022,3/1/2022,130,Normal Trade,114,6707197,5/21/2022,Chandrapur,24972279,32,3591328
WM-200D,2024,6/1/2024,754,E-com,122,6707286,6/18/2024,Vapi,62248036,59,4992403
BakePro O3000,2023,6/1/2023,195,MT,116,6707288,7/1/2023,Lakhisarai,23433419,30,1804410
WM-200D,2022,8/1/2022,132,E-com,112,6707342,8/24/2022,Bithoor,52953108,75,6346275
TurboConvection O9,2023,4/1/2023,323,Normal Trade,117,6707484,4/17/2023,Ratnagiri,91424562,56,4648784
CleanAir-C100,2023,6/1/2023,833,E-com,119,6707521,6/1/2023,Kudal,24452582,33,3078207
FreshFreeze R2800,2022,12/1/2022,833,Normal Trade,119,6707556,12/20/2022,Byculla,96611720,3,236877
PowerMix,2023,3/1/2023,303,Normal Trade,123,6707702,5/22/2023,Nallajarla,93084550,23,2581267
WM-TL10,2022,3/1/2022,338,MT,118,6707994,3/7/2022,Nagpur,46771459,64,4973760
FreshBreeze-300,2024,2/1/2024,130,MT,114,6708456,2/17/2024,Nashik,47295260,38,4647324
WM-101SA,2024,6/1/2024,765,E-com,103,6708676,6/20/2024,Mullanpur garib dass,94842464,25,2839125
TurboConvection O9,2023,3/1/2023,338,Normal Trade,118,6708702,3/16/2023,Chandrapur,58879023,36,2988504
PowerMix,2022,6/1/2022,754,MT,122,6708797,7/6/2022,Bharcuh,12095132,45,5050305
WM-200D,2022,6/1/2022,754,E-com,100,6708870,7/26/2022,Ankleshwar,22397857,19,1607723
FreshCool R2000,2024,8/1/2024,303,E-com,124,6709023,8/18/2024,Cuddapah,74382977,8,1359320
UltraCool R8000,2023,3/1/2023,658,E-com,108,6709174,3/8/2023,Gundlapouchampally,72715910,44,2884816
TurboConvection O9,2024,4/1/2024,754,MT,100,6709440,4/30/2024,Kutch,78283725,40,3320560
WM-TL10,2022,3/1/2022,754,Normal Trade,100,6709518,3/22/2022,Vapi,63011652,2,155430
BakePro O3000,2024,6/1/2024,858,Normal Trade,107,6709818,6/29/2024,Raniganj,64532784,40,2405880
WM-TL10,2024,3/1/2024,189,Normal Trade,110,6709840,5/26/2024,Jhalawar,42393050,68,5284620
WM-101SA,2024,8/1/2024,765,Normal Trade,103,6709938,8/18/2024, faridkot,47535126,63,7154595
CleanAir-C100,2024,3/1/2024,303,Normal Trade,123,6710372,5/10/2024,Gajuwaka,79951740,65,6063135
WM-TL10,2022,12/1/2022,350,Normal Trade,102,6711121,12/28/2022,Sambalpur,61950919,41,3186315
UltraCool R8000,2022,11/1/2022,242,MT,121,6711286,11/25/2022,Wayanad,62124792,28,1835792
CoolBox R1000,2022,12/1/2022,858,MT,107,6711662,12/26/2022,West tripura,18897007,37,2847298
FreshFreeze R2800,2023,6/1/2023,833,MT,119,6711805,7/11/2023,Mokhada,38006066,13,1026467
WM-101SA,2022,3/1/2022,754,E-com,122,6711907,5/14/2022,Jam nagar,40963485,68,7722420
PowerMix,2023,4/1/2023,242,E-com,111,6712069,4/15/2023,Eloor,77849862,37,4152473
FreshCool R2000,2022,12/1/2022,130,E-com,114,6712098,12/9/2022,Aurangabad,29663961,23,3908045
FreshFreeze R2800,2023,3/1/2023,125,Normal Trade,101,6712412,3/12/2023,Bidar,85703480,49,3868991
FreshCool R2000,2024,8/1/2024,765,MT,113,6712843,8/5/2024,Kullu,60542762,70,11894050
CoolBox R1000,2022,9/1/2022,338,Normal Trade,118,6712910,9/14/2022,Akola,34162554,25,1923850
FreshBreeze-300,2023,6/1/2023,242,Normal Trade,121,6712992,6/28/2023,Kasargod,44787630,78,9539244
